<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.10.09	17:49:00	719.56	720.16	719.41	719.88	57	10442	1
2025.10.09	17:50:00	719.83	720.16	719.73	720.14	47	6989	1
2025.10.09	17:51:00	720.09	720.09	719.11	719.36	54	8602	3
2025.10.09	17:52:00	719.20	719.42	718.68	718.81	27	4797	2
2025.10.09	17:53:00	718.81	720.40	718.67	720.11	266	36231	2
2025.10.09	17:54:00	720.31	720.38	719.63	719.79	63	7447	3
2025.10.09	17:55:00	719.70	719.88	719.43	719.58	27	4632	3
2025.10.09	17:56:00	719.53	719.89	719.37	719.89	32	4443	3
2025.10.09	17:57:00	719.86	720.15	719.54	720.05	27	3205	1
2025.10.09	17:58:00	720.00	720.65	719.88	720.37	62	12985	1
2025.10.09	17:59:00	720.37	720.37	719.98	720.14	29	3966	1
2025.10.09	18:00:00	720.09	720.50	720.09	720.38	29	3755	1
2025.10.09	18:01:00	720.38	720.60	720.12	720.40	34	7236	1
2025.10.09	18:02:00	720.39	720.39	719.50	719.86	21	2473	3
2025.10.09	18:03:00	719.82	720.04	719.73	720.00	19	6931	2
2025.10.09	18:04:00	720.05	720.16	719.73	719.86	39	6377	4
2025.10.09	18:05:00	719.77	719.77	719.37	719.46	29	4301	4
2025.10.09	18:06:00	719.45	719.73	719.36	719.40	31	6396	2
2025.10.09	18:07:00	719.39	719.45	719.18	719.40	26	5147	3
2025.10.09	18:08:00	719.47	720.11	719.46	719.80	39	10645	1
2025.10.09	18:09:00	719.80	720.05	719.77	719.91	21	2921	3
2025.10.09	18:10:00	720.00	720.00	719.63	719.74	19	3208	1
2025.10.09	18:11:00	719.58	719.64	719.35	719.58	33	6066	3
2025.10.09	18:12:00	719.65	720.28	719.65	720.28	41	6695	1
2025.10.09	18:13:00	720.20	720.54	720.14	720.30	27	7846	1
2025.10.09	18:14:00	720.42	720.72	720.19	720.72	52	7252	2
2025.10.09	18:15:00	720.60	721.40	720.60	721.39	87	17408	1
2025.10.09	18:16:00	721.43	721.43	721.06	721.08	50	7746	1
2025.10.09	18:17:00	721.07	721.50	721.01	721.26	45	8366	1
2025.10.09	18:18:00	721.30	722.01	721.23	721.90	102	25560	1
2025.10.09	18:19:00	721.76	722.27	721.71	722.20	48	8888	1
2025.10.09	18:20:00	722.30	722.94	722.27	722.80	119	16434	1
2025.10.09	18:21:00	722.90	722.92	721.76	722.22	122	20234	1
2025.10.09	18:22:00	722.32	723.24	722.32	723.24	76	14335	1
2025.10.09	18:23:00	723.10	723.45	722.73	722.73	90	22458	2
2025.10.09	18:24:00	722.84	722.84	722.46	722.68	66	8729	2
2025.10.09	18:25:00	722.59	723.63	722.53	723.52	46	10029	1
2025.10.09	18:26:00	723.65	723.76	723.23	723.36	56	7423	1
2025.10.09	18:27:00	723.35	723.35	722.95	723.23	70	10978	2
2025.10.09	18:28:00	723.40	723.79	723.20	723.22	61	14913	1
2025.10.09	18:29:00	723.19	723.91	722.85	723.78	59	14982	1
2025.10.09	18:30:00	723.74	724.25	723.73	724.25	79	11833	1
2025.10.09	18:31:00	724.14	724.30	723.22	723.28	74	11080	1
2025.10.09	18:32:00	723.40	723.70	723.38	723.68	42	6217	1
2025.10.09	18:33:00	723.65	723.80	723.17	723.36	37	5136	3
2025.10.09	18:34:00	723.39	723.48	722.63	722.80	54	10624	1
2025.10.09	18:35:00	722.74	723.13	722.53	723.00	72	11707	1
2025.10.09	18:36:00	722.98	723.73	722.98	723.63	37	6915	2
2025.10.09	18:37:00	723.98	724.59	723.98	724.38	82	13433	1
2025.10.09	18:38:00	724.44	724.77	724.28	724.63	63	12582	1
2025.10.09	18:39:00	724.66	725.00	724.46	725.00	95	14227	1
2025.10.09	18:40:00	724.88	724.88	724.11	724.29	57	7900	1
2025.10.09	18:41:00	724.23	724.23	723.54	724.23	44	6228	1
2025.10.09	18:42:00	724.48	724.49	724.15	724.18	35	12025	6
2025.10.09	18:43:00	724.18	724.18	723.32	723.52	49	12731	3
2025.10.09	18:44:00	723.70	723.96	723.70	723.86	34	7353	1
2025.10.09	18:45:00	723.93	724.13	723.45	723.94	40	8163	1
2025.10.09	18:46:00	724.01	724.85	723.87	724.82	25	4987	6
2025.10.09	18:47:00	724.87	724.95	724.54	724.64	39	6488	2
2025.10.09	18:48:00	724.82	724.82	724.45	724.74	28	4627	2
2025.10.09	18:49:00	724.68	724.68	724.17	724.56	59	16665	2
2025.10.09	18:50:00	724.72	724.88	724.40	724.78	34	7102	1
2025.10.09	18:51:00	724.89	725.84	724.89	725.74	98	17476	1
2025.10.09	18:52:00	725.70	725.98	725.60	725.92	63	9493	1
2025.10.09	18:53:00	725.78	726.52	725.72	726.27	78	12579	1
2025.10.09	18:54:00	726.31	727.00	726.29	726.96	80	14366	1
2025.10.09	18:55:00	726.91	727.36	726.62	726.89	114	21050	1
2025.10.09	18:56:00	726.79	726.89	726.03	726.62	158	56520	3
2025.10.09	18:57:00	726.69	726.95	726.38	726.49	63	13059	1
2025.10.09	18:58:00	726.70	726.94	726.37	726.44	49	8600	1
2025.10.09	18:59:00	726.44	726.50	725.56	725.79	59	8667	2
2025.10.09	19:00:00	725.80	726.49	725.70	725.90	62	12167	4
2025.10.09	19:01:00	726.07	726.53	726.00	726.47	67	9882	1
2025.10.09	19:02:00	726.45	726.50	726.04	726.15	48	8537	2
2025.10.09	19:03:00	726.05	727.23	726.05	727.23	50	10657	1
2025.10.09	19:04:00	727.21	727.77	726.73	726.75	163	25613	1
2025.10.09	19:05:00	726.75	727.35	726.60	727.30	78	9409	3
2025.10.09	19:06:00	727.32	728.38	727.26	728.38	96	11770	1
2025.10.09	19:07:00	728.30	728.33	727.87	728.19	138	18231	1
2025.10.09	19:08:00	728.20	728.83	728.15	728.49	112	16320	1
2025.10.09	19:09:00	728.81	729.24	728.39	728.75	125	19456	1
2025.10.09	19:10:00	728.62	728.90	728.43	728.74	83	13462	1
2025.10.09	19:11:00	728.80	728.97	727.83	727.91	85	12189	3
2025.10.09	19:12:00	727.91	728.59	727.81	727.95	110	25881	1
2025.10.09	19:13:00	728.15	728.15	727.37	727.75	57	18028	2
2025.10.09	19:14:00	727.99	727.99	727.56	727.86	35	6721	4
2025.10.09	19:15:00	727.99	727.99	727.25	727.75	46	8046	1
2025.10.09	19:16:00	727.74	728.09	727.10	727.11	82	13665	4
2025.10.09	19:17:00	727.06	727.26	726.44	726.62	72	17931	1
2025.10.09	19:18:00	726.60	727.59	726.54	727.58	66	13675	3
2025.10.09	19:19:00	727.48	727.50	726.50	726.55	56	8288	1
2025.10.09	19:20:00	726.45	726.60	726.00	726.42	86	15269	3
2025.10.09	19:21:00	726.70	727.24	726.60	727.04	52	12482	2
2025.10.09	19:22:00	726.91	727.09	726.70	726.75	48	6422	2
2025.10.09	19:23:00	727.00	727.18	726.76	727.10	26	3411	1
2025.10.09	19:24:00	727.02	727.69	726.89	727.68	54	8419	1
2025.10.09	19:25:00	727.60	727.72	727.01	727.15	99	12631	1
2025.10.09	19:26:00	727.00	727.40	726.90	727.33	32	5838	5
2025.10.09	19:27:00	727.60	728.03	727.57	727.88	62	13247	3
2025.10.09	19:28:00	727.89	728.03	726.30	726.30	97	30965	3
2025.10.09	19:29:00	726.41	726.97	726.33	726.56	46	11926	2
2025.10.09	19:30:00	726.76	727.00	726.59	726.80	29	6531	4
2025.10.09	19:31:00	726.85	726.85	726.47	726.71	36	6547	4
2025.10.09	19:32:00	726.65	727.10	726.33	726.57	38	5404	2
2025.10.09	19:33:00	726.57	726.57	726.00	726.27	31	5125	2
2025.10.09	19:34:00	726.20	726.45	726.20	726.41	20	2933	4
2025.10.09	19:35:00	726.37	726.50	726.25	726.46	41	7387	1
2025.10.09	19:36:00	726.46	727.16	726.41	726.92	25	30575	1
2025.10.09	19:37:00	727.06	727.70	727.02	727.44	53	9109	2
2025.10.09	19:38:00	727.49	727.66	727.28	727.46	34	13054	3
2025.10.09	19:39:00	727.37	727.57	727.31	727.41	39	5178	2
2025.10.09	19:40:00	727.35	727.58	727.28	727.40	94	10196	2
2025.10.09	19:41:00	727.10	727.32	725.77	725.99	60	14476	2
2025.10.09	19:42:00	725.93	725.98	725.55	725.61	36	5216	2
2025.10.09	19:43:00	725.61	725.69	725.28	725.69	33	4754	1
2025.10.09	19:44:00	725.74	725.74	725.18	725.30	19	4172	3
2025.10.09	19:45:00	725.32	725.75	725.30	725.53	19	11831	2
2025.10.09	19:46:00	725.15	725.25	724.90	724.98	39	7235	1
2025.10.09	19:47:00	724.98	725.59	724.93	725.15	33	7651	2
2025.10.09	19:48:00	725.29	725.29	725.06	725.27	19	4015	2
2025.10.09	19:49:00	725.39	725.65	725.30	725.64	15	2141	5
2025.10.09	19:50:00	725.50	725.67	725.42	725.65	28	4783	1
2025.10.09	19:51:00	725.66	725.95	725.46	725.84	28	4117	2
2025.10.09	19:52:00	725.94	725.95	725.59	725.69	25	3536	1
2025.10.09	19:53:00	725.77	726.76	725.71	726.10	30	4940	3
2025.10.09	19:54:00	726.12	726.36	725.66	725.67	31	4959	2
2025.10.09	19:55:00	725.59	725.87	725.07	725.65	33	4653	4
2025.10.09	19:56:00	725.48	726.20	725.48	726.20	28	9640	9
2025.10.09	19:57:00	726.00	726.22	725.56	725.65	43	5894	2
2025.10.09	19:58:00	725.67	725.74	725.19	725.19	20	3589	3
2025.10.09	19:59:00	725.24	726.08	725.13	725.85	57	8036	1
2025.10.09	20:00:00	725.64	726.25	725.50	725.93	41	8472	1
2025.10.09	20:01:00	725.68	725.87	725.25	725.68	33	3729	9
2025.10.09	20:02:00	725.97	726.41	725.97	726.36	67	8598	1
2025.10.09	20:03:00	726.25	726.70	725.77	726.11	64	11986	1
2025.10.09	20:04:00	726.12	726.66	726.04	726.65	19	2398	6
2025.10.09	20:05:00	726.61	726.91	725.96	726.12	43	6770	2
2025.10.09	20:06:00	726.27	727.23	726.08	727.13	28	7422	4
2025.10.09	20:07:00	727.08	727.23	726.89	726.95	75	11262	1
2025.10.09	20:08:00	726.90	726.90	726.57	726.57	12	3378	1
2025.10.09	20:09:00	726.93	727.40	726.93	727.26	68	10032	1
2025.10.09	20:10:00	727.15	727.38	727.12	727.12	30	4016	1
2025.10.09	20:11:00	726.71	726.78	726.55	726.55	14	2695	1
2025.10.09	20:12:00	726.77	726.77	726.03	726.46	21	4600	3
2025.10.09	20:13:00	726.15	726.45	726.15	726.30	31	6721	4
2025.10.09	20:14:00	726.16	726.70	726.11	726.45	24	4392	4
2025.10.09	20:15:00	726.62	726.97	726.30	726.65	36	6978	2
2025.10.09	20:16:00	726.55	726.98	726.52	726.67	53	9931	1
2025.10.09	20:17:00	726.64	726.67	725.65	725.84	21	4284	2
2025.10.09	20:18:00	725.93	726.38	725.86	726.26	23	3007	2
2025.10.09	20:19:00	726.40	726.40	726.03	726.06	23	3380	1
2025.10.09	20:20:00	725.99	726.79	725.99	726.28	24	3809	1
2025.10.09	20:21:00	726.28	726.60	726.00	726.00	21	4474	1
2025.10.09	20:22:00	726.00	726.25	725.98	726.24	20	2257	7
2025.10.09	20:23:00	726.23	726.88	725.99	726.32	35	5446	4
2025.10.09	20:24:00	726.33	726.57	726.11	726.24	14	2755	3
2025.10.09	20:25:00	726.24	726.49	726.01	726.11	35	6213	1
2025.10.09	20:26:00	726.11	726.18	725.64	726.04	40	7205	1
2025.10.09	20:27:00	726.11	726.49	725.92	725.92	26	9466	4
2025.10.09	20:28:00	725.90	726.15	725.70	726.15	20	3887	4
2025.10.09	20:29:00	726.13	726.13	725.84	726.00	15	2100	1
2025.10.09	20:30:00	725.84	726.18	725.54	726.03	19	2610	3
2025.10.09	20:31:00	726.09	726.36	726.01	726.22	19	3102	2
2025.10.09	20:32:00	726.18	726.41	726.08	726.19	18	2347	4
2025.10.09	20:33:00	726.29	726.58	726.29	726.54	24	3475	1
2025.10.09	20:34:00	726.70	726.91	726.63	726.63	29	3466	1
2025.10.09	20:35:00	726.75	726.75	726.43	726.58	18	5462	4
2025.10.09	20:36:00	726.57	726.88	726.47	726.73	22	2500	3
2025.10.09	20:37:00	726.73	727.00	726.72	726.87	45	7736	2
2025.10.09	20:38:00	727.04	727.09	726.74	726.75	28	4861	1
2025.10.09	20:39:00	726.82	726.93	726.68	726.71	22	4088	2
2025.10.09	20:40:00	726.83	727.68	726.83	727.62	77	13160	1
2025.10.09	20:41:00	727.51	727.76	727.47	727.50	34	5738	1
2025.10.09	20:42:00	727.62	727.70	727.40	727.70	25	3505	3
2025.10.09	20:43:00	727.66	727.82	727.58	727.62	24	3212	1
2025.10.09	20:44:00	727.74	728.00	727.68	727.87	32	4960	1
2025.10.09	20:45:00	727.76	728.00	727.76	727.80	22	3895	1
2025.10.09	20:46:00	727.80	728.38	727.80	728.37	20	3989	1
2025.10.09	20:47:00	728.30	729.25	728.30	729.24	69	17248	1
2025.10.09	20:48:00	729.00	729.24	728.68	728.79	69	9422	1
2025.10.09	20:49:00	728.84	728.90	728.50	728.59	52	8510	1
2025.10.09	20:50:00	728.56	729.00	728.56	728.88	47	12420	2
2025.10.09	20:51:00	728.90	728.97	728.46	728.51	50	9102	1
2025.10.09	20:52:00	728.46	728.75	728.28	728.75	26	3070	3
2025.10.09	20:53:00	728.73	728.99	728.64	728.94	39	6820	1
2025.10.09	20:54:00	728.91	729.00	728.80	728.91	35	5782	1
2025.10.09	20:55:00	728.90	728.94	728.61	728.76	36	4761	2
2025.10.09	20:56:00	728.75	729.42	728.75	729.32	75	11860	1
2025.10.09	20:57:00	729.32	729.37	729.00	729.37	49	6391	1
2025.10.09	20:58:00	729.32	729.44	729.18	729.22	37	6180	1
2025.10.09	20:59:00	729.22	729.40	729.16	729.23	34	4198	1
2025.10.09	21:00:00	729.12	729.12	728.62	728.82	62	12808	3
2025.10.09	21:01:00	728.62	728.71	727.88	727.95	64	12499	1
2025.10.09	21:02:00	727.98	728.84	727.98	728.75	105	21656	1
2025.10.09	21:03:00	728.75	729.20	728.75	728.82	93	14155	1
2025.10.09	21:04:00	728.95	728.97	728.73	728.84	27	3000	2
2025.10.09	21:05:00	728.77	728.95	728.77	728.78	24	3190	1
2025.10.09	21:06:00	729.00	729.00	728.43	728.44	30	5466	2
2025.10.09	21:07:00	728.51	728.63	728.19	728.53	41	10360	1
2025.10.09	21:08:00	728.53	728.70	728.45	728.58	18	2272	3
2025.10.09	21:09:00	728.51	729.29	728.51	729.15	37	5090	4
2025.10.09	21:10:00	729.28	729.29	729.03	729.21	51	7906	1
2025.10.09	21:11:00	729.21	729.51	729.13	729.51	52	6941	1
2025.10.09	21:12:00	729.50	729.62	729.36	729.54	45	7674	1
2025.10.09	21:13:00	729.58	729.97	729.29	729.40	72	19108	1
2025.10.09	21:14:00	729.39	729.78	729.21	729.68	33	5306	2
2025.10.09	21:15:00	729.68	729.84	729.54	729.84	52	12363	1
2025.10.09	21:16:00	729.84	731.32	729.70	730.09	248	39020	1
2025.10.09	21:17:00	730.33	730.35	730.06	730.07	39	6495	1
2025.10.09	21:18:00	730.07	730.24	729.72	729.91	43	8396	1
2025.10.09	21:19:00	729.89	730.06	729.76	729.80	31	5414	2
2025.10.09	21:20:00	729.92	730.40	729.92	730.20	64	8055	2
2025.10.09	21:21:00	730.23	730.25	729.65	730.03	67	15774	2
2025.10.09	21:22:00	730.07	730.35	729.89	730.19	31	6377	3
2025.10.09	21:23:00	730.35	730.47	730.18	730.22	19	3169	4
2025.10.09	21:24:00	730.34	730.34	730.00	730.09	21	4090	1
2025.10.09	21:25:00	730.18	730.37	730.04	730.28	38	7776	1
2025.10.09	21:26:00	730.29	730.44	730.19	730.32	23	3985	1
2025.10.09	21:27:00	730.39	730.53	729.89	729.89	51	10400	1
2025.10.09	21:28:00	729.87	729.87	728.91	729.00	81	15519	1
2025.10.09	21:29:00	728.69	729.00	728.69	729.00	13	3262	3
2025.10.09	21:30:00	729.00	729.10	728.84	729.00	47	9335	1
2025.10.09	21:31:00	729.13	729.48	728.99	728.99	34	3824	1
2025.10.09	21:32:00	729.09	729.66	728.99	729.49	44	5087	2
2025.10.09	21:33:00	729.48	729.69	729.03	729.03	66	12431	1
2025.10.09	21:34:00	729.19	729.47	729.19	729.42	19	3203	4
2025.10.09	21:35:00	729.44	729.55	729.13	729.31	39	5582	5
2025.10.09	21:36:00	729.14	729.34	729.14	729.26	12	1325	3
2025.10.09	21:37:00	729.33	729.75	729.28	729.62	37	5625	1
2025.10.09	21:38:00	729.75	729.99	729.60	729.60	33	7455	1
2025.10.09	21:39:00	729.68	729.73	729.56	729.64	25	7246	3
2025.10.09	21:40:00	729.64	729.99	729.64	729.90	22	6105	2
2025.10.09	21:41:00	729.73	730.07	729.73	729.86	24	7199	1
2025.10.09	21:42:00	729.84	729.97	729.60	729.90	21	3147	4
2025.10.09	21:43:00	729.88	729.88	729.61	729.64	19	2707	5
2025.10.09	21:44:00	729.61	729.99	729.61	729.93	21	3351	2
2025.10.09	21:45:00	729.84	729.87	729.61	729.67	26	2697	1
2025.10.09	21:46:00	729.74	729.84	729.64	729.71	16	2377	4
2025.10.09	21:47:00	729.71	730.11	729.71	730.04	21	3147	2
2025.10.09	21:48:00	730.17	730.22	729.90	729.98	20	3018	1
2025.10.09	21:49:00	729.88	730.04	729.71	729.71	18	19926	2
2025.10.09	21:50:00	729.69	730.02	729.47	730.02	26	5239	3
2025.10.09	21:51:00	730.09	730.15	730.00	730.01	28	4810	2
2025.10.09	21:52:00	729.81	729.86	729.60	729.81	13	2235	2
2025.10.09	21:53:00	729.81	730.25	729.81	730.01	15	1690	3
2025.10.09	21:54:00	730.12	730.30	730.02	730.25	18	2679	3
2025.10.09	21:55:00	730.21	730.49	730.02	730.49	23	3609	1
2025.10.09	21:56:00	730.49	730.81	730.49	730.79	28	4675	1
2025.10.09	21:57:00	730.82	731.08	730.82	731.08	35	4448	1
2025.10.09	21:58:00	731.11	731.34	730.98	731.10	89	14137	1
2025.10.09	21:59:00	731.04	731.34	730.96	731.34	60	8895	1
2025.10.09	22:00:00	731.37	731.65	731.29	731.65	76	14965	1
2025.10.09	22:01:00	731.78	732.20	731.72	731.99	99	19888	1
2025.10.09	22:02:00	732.05	732.09	731.49	731.49	74	10488	1
2025.10.09	22:03:00	731.49	731.51	731.13	731.50	33	5767	3
2025.10.09	22:04:00	731.49	731.67	731.32	731.32	10	1404	4
2025.10.09	22:05:00	731.34	731.79	731.34	731.65	28	4658	1
2025.10.09	22:06:00	731.65	731.95	731.65	731.92	33	8769	1
2025.10.09	22:07:00	731.95	731.96	731.39	731.77	48	7381	1
2025.10.09	22:08:00	731.77	732.39	731.77	732.26	48	11682	2
2025.10.09	22:09:00	732.18	732.45	732.18	732.31	87	12816	1
2025.10.09	22:10:00	732.42	732.46	731.93	731.97	29	4471	2
2025.10.09	22:11:00	731.91	732.13	731.70	731.81	37	10031	2
2025.10.09	22:12:00	731.85	731.98	731.32	731.44	32	4671	2
2025.10.09	22:13:00	731.30	731.30	730.77	731.16	73	12243	2
2025.10.09	22:14:00	731.21	731.21	730.92	731.04	30	5302	5
