<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.10.09	17:11:00	235.25	235.63	234.90	235.06	973	243877	1
2025.10.09	17:12:00	235.14	235.45	234.80	235.05	743	136941	1
2025.10.09	17:13:00	235.06	235.65	234.97	235.15	887	206506	1
2025.10.09	17:14:00	235.14	235.61	234.90	235.48	695	159432	1
2025.10.09	17:15:00	235.50	235.60	235.16	235.43	602	139048	1
2025.10.09	17:16:00	235.38	236.27	235.33	235.70	866	233130	1
2025.10.09	17:17:00	235.72	235.80	235.20	235.79	442	92104	1
2025.10.09	17:18:00	235.48	236.58	235.44	236.44	941	253959	1
2025.10.09	17:19:00	236.47	236.56	235.81	235.99	584	169429	1
2025.10.09	17:20:00	235.97	236.57	235.71	236.20	854	191830	1
2025.10.09	17:21:00	236.23	236.60	235.65	236.58	595	153142	1
2025.10.09	17:22:00	236.58	237.30	236.42	236.85	963	231343	1
2025.10.09	17:23:00	236.91	237.05	236.15	236.31	724	175915	1
2025.10.09	17:24:00	236.31	237.00	236.31	237.00	627	164427	1
2025.10.09	17:25:00	236.98	237.00	236.05	236.15	954	202660	1
2025.10.09	17:26:00	236.15	236.28	235.22	235.39	992	269917	1
2025.10.09	17:27:00	235.36	235.59	235.08	235.41	637	150211	1
2025.10.09	17:28:00	235.42	235.93	235.23	235.78	592	124258	1
2025.10.09	17:29:00	235.96	235.96	235.06	235.13	515	143306	1
2025.10.09	17:30:00	235.15	235.22	233.52	233.87	1872	480977	1
2025.10.09	17:31:00	233.88	234.56	233.80	234.33	1227	295633	1
2025.10.09	17:32:00	234.41	234.50	233.94	234.36	693	159391	1
2025.10.09	17:33:00	234.38	235.22	234.37	235.13	926	246974	1
2025.10.09	17:34:00	235.13	235.20	234.67	234.69	514	126926	1
2025.10.09	17:35:00	234.68	234.85	233.76	234.23	815	197718	1
2025.10.09	17:36:00	234.24	234.42	233.58	233.65	818	208184	1
2025.10.09	17:37:00	233.62	234.86	233.62	234.25	925	230616	1
2025.10.09	17:38:00	234.40	234.85	234.25	234.74	522	129661	1
2025.10.09	17:39:00	234.78	234.89	234.30	234.39	553	140231	1
2025.10.09	17:40:00	234.36	235.14	234.17	234.86	943	241529	1
2025.10.09	17:41:00	234.86	235.10	233.01	233.17	1258	306540	1
2025.10.09	17:42:00	233.22	233.63	232.75	232.99	1289	332774	1
2025.10.09	17:43:00	233.02	233.41	232.98	233.21	831	199519	1
2025.10.09	17:44:00	233.24	233.78	233.08	233.19	704	170059	1
2025.10.09	17:45:00	233.15	233.30	232.83	233.16	1101	269127	1
2025.10.09	17:46:00	233.17	234.50	233.17	234.16	913	247450	1
2025.10.09	17:47:00	234.19	234.47	234.00	234.44	577	152999	1
2025.10.09	17:48:00	234.41	234.47	233.88	233.98	434	101689	1
2025.10.09	17:49:00	234.06	234.58	233.93	234.42	512	148626	1
2025.10.09	17:50:00	234.38	234.73	234.01	234.41	491	113364	1
2025.10.09	17:51:00	234.40	234.42	233.83	233.86	452	93078	1
2025.10.09	17:52:00	233.91	234.39	233.88	234.16	470	101033	1
2025.10.09	17:53:00	234.22	234.35	234.07	234.08	380	82491	1
2025.10.09	17:54:00	234.09	234.46	233.90	234.25	427	93431	1
2025.10.09	17:55:00	234.23	234.35	233.92	234.22	363	78461	1
2025.10.09	17:56:00	234.19	234.56	234.10	234.23	389	91099	1
2025.10.09	17:57:00	234.21	234.47	233.90	234.20	433	118908	1
2025.10.09	17:58:00	234.21	234.45	233.97	234.09	423	123209	1
2025.10.09	17:59:00	234.09	234.36	234.05	234.29	651	158350	1
2025.10.09	18:00:00	234.36	235.75	234.36	235.40	1355	384630	1
2025.10.09	18:01:00	235.44	235.60	235.05	235.36	649	180128	1
2025.10.09	18:02:00	235.31	235.41	234.52	234.73	896	192497	1
2025.10.09	18:03:00	234.78	235.45	234.78	235.16	592	129750	1
2025.10.09	18:04:00	235.22	235.26	234.90	234.94	301	82399	1
2025.10.09	18:05:00	234.92	235.17	234.91	234.97	539	124611	1
2025.10.09	18:06:00	234.94	235.32	234.84	234.94	633	153704	1
2025.10.09	18:07:00	234.91	235.29	234.84	235.29	448	109503	1
2025.10.09	18:08:00	235.24	235.37	235.02	235.30	341	92157	1
2025.10.09	18:09:00	235.31	235.92	235.25	235.86	668	204274	1
2025.10.09	18:10:00	235.90	235.90	235.23	235.27	511	125245	1
2025.10.09	18:11:00	235.28	235.39	235.01	235.20	434	105361	1
2025.10.09	18:12:00	235.14	235.33	234.92	234.97	518	175258	1
2025.10.09	18:13:00	234.95	235.25	234.94	235.15	379	78327	1
2025.10.09	18:14:00	235.15	235.15	234.92	234.99	247	66441	1
2025.10.09	18:15:00	235.00	235.30	234.96	235.24	298	88364	1
2025.10.09	18:16:00	235.24	235.40	234.95	235.04	339	95048	1
2025.10.09	18:17:00	235.05	235.69	235.05	235.60	657	218869	1
2025.10.09	18:18:00	235.60	235.67	235.11	235.63	624	159106	1
2025.10.09	18:19:00	235.65	235.77	235.42	235.50	491	102872	1
2025.10.09	18:20:00	235.50	235.61	235.35	235.56	334	70993	1
2025.10.09	18:21:00	235.50	235.62	234.48	234.76	637	140239	1
2025.10.09	18:22:00	234.75	235.13	234.60	234.61	369	94000	1
2025.10.09	18:23:00	234.61	234.71	233.77	233.83	725	192116	1
2025.10.09	18:24:00	233.81	233.99	233.46	233.50	521	137992	1
2025.10.09	18:25:00	233.50	233.78	233.28	233.43	680	180384	1
2025.10.09	18:26:00	233.45	233.49	233.11	233.13	666	150146	1
2025.10.09	18:27:00	233.13	233.35	232.90	233.19	683	177447	1
2025.10.09	18:28:00	233.15	233.17	232.57	232.59	636	146835	1
2025.10.09	18:29:00	232.64	233.10	232.57	232.76	722	160903	1
2025.10.09	18:30:00	232.74	232.96	232.63	232.79	701	146332	1
2025.10.09	18:31:00	232.79	233.08	232.66	232.89	617	145731	1
