<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.10.09	21:00:00	225.13	225.18	225.06	225.18	251	45430	1
2025.10.09	21:01:00	225.17	225.30	225.04	225.04	292	53451	1
2025.10.09	21:02:00	225.05	225.06	224.96	225.01	305	55588	1
2025.10.09	21:03:00	225.00	225.19	224.99	225.17	170	30597	1
2025.10.09	21:04:00	225.16	225.17	225.03	225.03	157	37716	1
2025.10.09	21:05:00	225.03	225.05	224.88	224.89	212	46639	1
2025.10.09	21:06:00	224.91	225.00	224.84	224.93	180	28591	1
2025.10.09	21:07:00	224.96	225.04	224.93	224.98	157	27838	1
2025.10.09	21:08:00	224.97	225.11	224.93	225.10	128	25284	1
2025.10.09	21:09:00	225.10	225.26	225.06	225.22	174	36007	1
2025.10.09	21:10:00	225.24	225.34	225.20	225.33	165	35426	1
2025.10.09	21:11:00	225.33	225.43	225.25	225.42	198	49140	1
2025.10.09	21:12:00	225.43	225.53	225.35	225.35	253	49825	1
2025.10.09	21:13:00	225.36	225.37	225.21	225.23	171	37923	1
2025.10.09	21:14:00	225.23	225.49	225.22	225.44	196	40229	1
2025.10.09	21:15:00	225.46	225.56	225.42	225.55	123	27592	1
2025.10.09	21:16:00	225.54	225.60	225.49	225.56	246	38274	1
2025.10.09	21:17:00	225.55	225.66	225.48	225.54	240	40293	1
2025.10.09	21:18:00	225.48	225.51	225.43	225.47	171	26729	1
2025.10.09	21:19:00	225.48	225.55	225.46	225.53	127	21385	1
2025.10.09	21:20:00	225.53	225.69	225.53	225.68	205	31973	1
2025.10.09	21:21:00	225.69	225.79	225.61	225.78	295	60152	1
2025.10.09	21:22:00	225.78	225.98	225.77	225.98	305	69840	1
2025.10.09	21:23:00	225.97	226.04	225.93	226.01	420	76873	1
2025.10.09	21:24:00	226.01	226.07	225.97	226.05	331	70973	1
2025.10.09	21:25:00	226.05	226.12	225.98	226.10	262	61480	1
2025.10.09	21:26:00	226.11	226.38	226.11	226.32	364	81269	1
2025.10.09	21:27:00	226.32	226.38	226.19	226.32	596	135581	1
2025.10.09	21:28:00	226.31	226.34	226.21	226.27	232	49892	1
2025.10.09	21:29:00	226.24	226.30	226.18	226.19	271	47901	1
2025.10.09	21:30:00	226.16	226.20	226.03	226.04	359	78661	1
2025.10.09	21:31:00	226.04	226.22	226.01	226.18	266	61571	1
2025.10.09	21:32:00	226.18	226.22	226.07	226.20	181	56658	1
2025.10.09	21:33:00	226.20	226.20	226.09	226.14	221	52726	1
2025.10.09	21:34:00	226.14	226.24	226.12	226.21	199	44723	1
2025.10.09	21:35:00	226.22	226.32	226.21	226.30	192	52532	1
2025.10.09	21:36:00	226.32	226.34	226.25	226.33	195	39759	1
2025.10.09	21:37:00	226.33	226.51	226.29	226.50	233	56258	1
2025.10.09	21:38:00	226.50	226.64	226.49	226.57	300	68293	1
2025.10.09	21:39:00	226.58	226.62	226.47	226.48	222	39685	1
2025.10.09	21:40:00	226.48	226.49	226.32	226.33	332	65812	1
2025.10.09	21:41:00	226.33	226.40	226.26	226.33	264	47989	1
2025.10.09	21:42:00	226.34	226.34	226.03	226.14	362	67282	1
2025.10.09	21:43:00	226.13	226.24	226.12	226.17	212	39621	1
2025.10.09	21:44:00	226.18	226.18	226.03	226.05	194	42715	1
2025.10.09	21:45:00	226.05	226.10	226.01	226.09	137	28199	1
2025.10.09	21:46:00	226.08	226.19	226.06	226.16	211	38106	1
2025.10.09	21:47:00	226.18	226.40	226.18	226.40	172	31126	1
2025.10.09	21:48:00	226.40	226.54	226.39	226.51	240	38478	1
2025.10.09	21:49:00	226.51	226.60	226.43	226.56	241	43312	1
2025.10.09	21:50:00	226.57	226.77	226.53	226.77	392	82277	1
2025.10.09	21:51:00	226.75	226.79	226.61	226.66	314	63177	1
2025.10.09	21:52:00	226.65	226.65	226.37	226.40	327	93632	1
2025.10.09	21:53:00	226.42	226.50	226.40	226.46	211	47848	1
2025.10.09	21:54:00	226.46	226.55	226.42	226.49	222	44076	1
2025.10.09	21:55:00	226.48	226.48	226.30	226.39	283	45468	1
2025.10.09	21:56:00	226.37	226.67	226.37	226.66	230	42427	1
2025.10.09	21:57:00	226.64	226.81	226.60	226.79	333	78803	1
2025.10.09	21:58:00	226.78	226.79	226.70	226.71	162	32954	1
2025.10.09	21:59:00	226.71	226.85	226.67	226.85	279	53899	1
2025.10.09	22:00:00	226.85	226.90	226.60	226.64	409	82029	1
2025.10.09	22:01:00	226.64	226.79	226.63	226.70	241	45759	1
2025.10.09	22:02:00	226.71	226.77	226.67	226.67	148	23424	1
2025.10.09	22:03:00	226.67	226.70	226.54	226.68	199	35805	1
2025.10.09	22:04:00	226.67	226.75	226.66	226.69	201	48391	1
2025.10.09	22:05:00	226.69	226.82	226.66	226.71	285	70601	1
2025.10.09	22:06:00	226.71	226.80	226.64	226.78	263	70470	1
2025.10.09	22:07:00	226.78	226.87	226.72	226.77	225	54186	1
2025.10.09	22:08:00	226.77	226.84	226.71	226.83	159	33818	1
2025.10.09	22:09:00	226.84	226.86	226.76	226.76	235	44731	1
2025.10.09	22:10:00	226.79	226.89	226.75	226.76	191	47557	1
2025.10.09	22:11:00	226.75	226.93	226.75	226.87	179	42073	1
2025.10.09	22:12:00	226.87	226.88	226.80	226.81	162	26783	1
2025.10.09	22:13:00	226.76	226.78	226.62	226.64	239	59655	1
2025.10.09	22:14:00	226.65	226.77	226.62	226.67	297	50276	1
2025.10.09	22:15:00	226.67	226.69	226.38	226.43	452	80882	1
2025.10.09	22:16:00	226.44	226.74	226.40	226.70	372	67443	1
2025.10.09	22:17:00	226.70	226.88	226.68	226.85	352	81397	1
2025.10.09	22:18:00	226.88	227.01	226.84	226.88	370	95168	1
2025.10.09	22:19:00	226.89	227.01	226.89	226.97	246	62579	1
2025.10.09	22:20:00	226.97	226.99	226.91	226.93	181	42668	1
2025.10.09	22:21:00	226.93	226.99	226.92	226.94	157	26620	1
2025.10.09	22:22:00	226.95	226.99	226.81	226.83	251	46756	1
2025.10.09	22:23:00	226.85	226.98	226.84	226.98	143	40075	1
2025.10.09	22:24:00	226.99	227.02	226.93	226.94	184	36818	1
2025.10.09	22:25:00	226.92	227.09	226.90	227.04	223	45790	1
2025.10.09	22:26:00	227.05	227.05	226.94	226.97	169	35255	1
2025.10.09	22:27:00	226.96	226.99	226.88	226.90	134	21582	1
2025.10.09	22:28:00	226.88	226.90	226.78	226.85	236	43228	1
2025.10.09	22:29:00	226.85	226.90	226.72	226.74	210	38197	1
2025.10.09	22:30:00	226.73	226.88	226.73	226.80	140	25237	1
2025.10.09	22:31:00	226.80	226.83	226.75	226.76	139	27241	1
2025.10.09	22:32:00	226.75	226.79	226.69	226.72	148	36414	1
2025.10.09	22:33:00	226.72	226.78	226.61	226.66	178	30179	1
2025.10.09	22:34:00	226.67	226.76	226.63	226.72	185	35889	1
2025.10.09	22:35:00	226.72	226.84	226.72	226.81	151	28573	1
2025.10.09	22:36:00	226.82	226.96	226.82	226.94	168	34076	1
2025.10.09	22:37:00	226.92	226.95	226.85	226.89	151	35536	1
2025.10.09	22:38:00	226.90	227.06	226.88	227.06	256	69889	1
2025.10.09	22:39:00	227.09	227.18	227.04	227.07	343	102713	1
2025.10.09	22:40:00	227.07	227.13	227.00	227.11	285	56926	1
2025.10.09	22:41:00	227.11	227.27	227.09	227.24	350	73030	1
2025.10.09	22:42:00	227.25	227.27	227.13	227.19	177	39856	1
2025.10.09	22:43:00	227.20	227.22	227.12	227.16	224	41302	1
2025.10.09	22:44:00	227.15	227.30	227.14	227.27	229	46829	1
2025.10.09	22:45:00	227.28	227.31	227.20	227.28	253	47665	1
2025.10.09	22:46:00	227.27	227.35	227.25	227.35	186	45635	1
2025.10.09	22:47:00	227.35	227.37	227.20	227.21	252	58151	1
2025.10.09	22:48:00	227.21	227.22	227.06	227.13	232	43780	1
2025.10.09	22:49:00	227.13	227.18	227.08	227.18	234	44674	1
2025.10.09	22:50:00	227.17	227.69	227.17	227.26	827	151428	1
2025.10.09	22:51:00	227.26	227.42	227.19	227.42	436	74453	1
2025.10.09	22:52:00	227.43	227.48	227.39	227.43	497	102913	1
