<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.10.09	22:53:00	227.43	227.54	227.40	227.44	435	114134	1
2025.10.09	22:54:00	227.46	227.75	227.36	227.74	667	142441	1
2025.10.09	22:55:00	227.73	228.15	227.67	228.10	2044	427033	1
2025.10.09	22:56:00	228.11	228.21	228.08	228.14	1119	209609	1
2025.10.09	22:57:00	228.14	228.16	227.67	227.69	1204	226479	1
2025.10.09	22:58:00	227.69	227.74	227.59	227.60	1296	241505	1
2025.10.09	22:59:00	227.60	227.78	227.58	227.74	1876	399982	1
2025.10.09	23:00:00	227.74	227.74	227.74	227.74	439	3989553	1
2025.10.10	16:30:00	226.20	227.34	226.08	227.21	1821	754059	1
2025.10.10	16:31:00	227.20	227.61	226.83	227.25	695	121975	1
2025.10.10	16:32:00	227.19	227.60	226.79	226.80	783	130910	1
2025.10.10	16:33:00	226.85	226.85	226.09	226.45	774	136205	1
2025.10.10	16:34:00	226.46	226.97	226.35	226.90	573	111512	1
2025.10.10	16:35:00	226.90	227.06	226.74	226.79	469	82132	1
2025.10.10	16:36:00	226.80	226.83	226.53	226.61	572	92807	1
2025.10.10	16:37:00	226.58	227.56	226.58	227.49	436	96959	1
2025.10.10	16:38:00	227.48	227.57	227.31	227.35	302	62510	1
2025.10.10	16:39:00	227.31	227.34	227.07	227.29	417	80200	1
2025.10.10	16:40:00	227.29	227.63	227.20	227.36	408	80295	1
2025.10.10	16:41:00	227.37	227.39	227.21	227.27	217	35128	1
2025.10.10	16:42:00	227.29	227.37	227.14	227.30	340	60066	1
2025.10.10	16:43:00	227.26	227.68	227.23	227.64	346	74075	1
2025.10.10	16:44:00	227.61	228.02	227.56	228.01	539	112824	1
2025.10.10	16:45:00	228.01	228.25	227.94	228.23	608	130192	1
2025.10.10	16:46:00	228.21	228.25	227.75	227.79	454	78403	1
2025.10.10	16:47:00	227.79	227.87	227.57	227.57	280	57688	1
2025.10.10	16:48:00	227.59	227.64	227.39	227.46	299	67976	1
2025.10.10	16:49:00	227.46	227.54	227.20	227.33	365	60534	1
2025.10.10	16:50:00	227.31	227.41	226.77	226.85	378	63478	1
2025.10.10	16:51:00	226.85	226.92	226.66	226.84	396	68316	1
2025.10.10	16:52:00	226.85	227.07	226.71	227.02	451	75983	1
2025.10.10	16:53:00	227.01	227.11	226.97	227.06	280	74309	1
2025.10.10	16:54:00	227.06	227.16	226.88	226.99	253	44421	1
2025.10.10	16:55:00	226.99	227.13	226.90	227.10	290	52569	1
2025.10.10	16:56:00	227.10	227.25	227.03	227.16	251	45036	1
2025.10.10	16:57:00	227.17	227.18	227.00	227.04	260	81446	1
2025.10.10	16:58:00	227.06	227.12	226.99	227.12	246	38004	1
2025.10.10	16:59:00	227.13	227.21	226.99	227.03	167	28570	1
2025.10.10	17:00:00	227.03	227.17	226.93	226.99	250	54674	1
2025.10.10	17:01:00	226.98	227.04	226.38	226.41	321	67673	1
2025.10.10	17:02:00	226.42	226.73	226.42	226.67	251	60501	1
2025.10.10	17:03:00	226.66	226.66	226.45	226.50	320	60556	1
2025.10.10	17:04:00	226.51	226.80	226.44	226.69	373	96447	1
2025.10.10	17:05:00	226.70	226.78	226.34	226.73	356	91044	1
2025.10.10	17:06:00	226.73	226.97	226.66	226.87	330	62399	1
2025.10.10	17:07:00	226.86	227.00	226.75	226.97	289	64734	1
2025.10.10	17:08:00	226.98	227.01	226.77	226.88	248	44555	1
2025.10.10	17:09:00	226.86	226.95	226.81	226.81	185	47503	1
2025.10.10	17:10:00	226.83	227.08	226.78	226.93	323	74783	1
2025.10.10	17:11:00	226.94	226.96	226.68	226.70	251	44455	1
2025.10.10	17:12:00	226.72	226.78	226.62	226.65	158	27151	1
2025.10.10	17:13:00	226.66	226.69	226.32	226.36	263	81537	1
2025.10.10	17:14:00	226.37	226.43	226.22	226.25	307	78209	1
2025.10.10	17:15:00	226.25	226.39	226.15	226.18	248	69798	1
2025.10.10	17:16:00	226.18	226.33	226.15	226.17	269	69319	1
2025.10.10	17:17:00	226.20	226.26	225.99	226.01	426	111596	1
2025.10.10	17:18:00	226.02	226.18	226.00	226.15	348	65103	1
2025.10.10	17:19:00	226.15	226.33	226.13	226.32	249	75163	1
2025.10.10	17:20:00	226.32	226.38	226.16	226.35	289	82404	1
2025.10.10	17:21:00	226.36	226.57	226.18	226.51	439	93463	1
2025.10.10	17:22:00	226.54	226.68	226.54	226.57	291	60129	1
2025.10.10	17:23:00	226.57	226.59	226.39	226.40	194	33419	1
2025.10.10	17:24:00	226.40	226.56	226.26	226.38	198	35041	1
2025.10.10	17:25:00	226.37	226.47	226.30	226.38	163	26370	1
2025.10.10	17:26:00	226.37	226.50	226.32	226.45	163	25654	1
2025.10.10	17:27:00	226.47	226.55	226.35	226.36	146	35949	1
2025.10.10	17:28:00	226.35	226.45	226.26	226.31	147	32994	1
2025.10.10	17:29:00	226.33	226.59	226.32	226.54	257	45991	1
2025.10.10	17:30:00	226.56	226.67	226.43	226.60	364	61332	1
2025.10.10	17:31:00	226.63	226.63	226.35	226.43	231	38286	1
2025.10.10	17:32:00	226.43	226.45	226.20	226.44	246	43825	1
2025.10.10	17:33:00	226.43	226.51	226.30	226.50	243	43582	1
2025.10.10	17:34:00	226.51	226.58	226.45	226.56	298	65686	1
2025.10.10	17:35:00	226.56	226.66	226.48	226.54	181	33881	1
2025.10.10	17:36:00	226.55	226.56	226.34	226.38	223	44304	1
2025.10.10	17:37:00	226.37	226.70	226.37	226.67	188	26985	1
2025.10.10	17:38:00	226.68	226.72	226.59	226.62	181	30675	1
2025.10.10	17:39:00	226.62	226.69	226.48	226.62	185	37882	1
2025.10.10	17:40:00	226.65	226.82	226.60	226.77	199	59594	1
2025.10.10	17:41:00	226.76	226.82	226.72	226.76	173	47827	1
2025.10.10	17:42:00	226.78	226.86	226.75	226.75	209	38287	1
2025.10.10	17:43:00	226.76	226.92	226.76	226.92	170	31785	1
2025.10.10	17:44:00	226.90	227.03	226.90	227.03	280	58071	1
2025.10.10	17:45:00	227.04	227.05	226.71	226.88	185	35668	1
2025.10.10	17:46:00	226.88	227.00	226.82	226.98	215	34435	1
2025.10.10	17:47:00	226.99	227.12	226.93	227.12	146	27080	1
2025.10.10	17:48:00	227.12	227.37	227.12	227.36	249	57857	1
2025.10.10	17:49:00	227.37	227.38	227.27	227.28	245	47599	1
2025.10.10	17:50:00	227.29	227.29	227.16	227.22	226	34163	1
2025.10.10	17:51:00	227.22	227.35	227.20	227.27	251	56409	1
2025.10.10	17:52:00	227.26	227.28	226.96	226.96	147	35018	1
2025.10.10	17:53:00	226.99	227.00	226.89	226.93	187	27503	1
2025.10.10	17:54:00	226.94	227.10	226.91	227.09	135	22863	1
2025.10.10	17:55:00	227.09	227.14	227.03	227.11	302	68936	1
2025.10.10	17:56:00	227.13	227.19	227.06	227.08	253	38749	1
2025.10.10	17:57:00	227.07	227.15	226.23	226.24	650	102344	1
2025.10.10	17:58:00	226.24	226.36	225.57	225.71	1182	226153	1
2025.10.10	17:59:00	225.70	225.70	224.82	225.28	1257	215628	1
2025.10.10	18:00:00	225.28	225.29	223.58	224.00	1618	331806	1
2025.10.10	18:01:00	223.98	224.01	223.23	223.28	1190	215829	1
2025.10.10	18:02:00	223.30	223.44	222.91	222.99	1032	182111	1
2025.10.10	18:03:00	222.98	223.76	222.83	223.38	987	165381	1
2025.10.10	18:04:00	223.39	223.53	222.35	222.54	1375	237213	1
2025.10.10	18:05:00	222.57	223.18	222.37	223.07	689	142029	1
2025.10.10	18:06:00	223.09	223.64	222.87	223.30	884	153186	1
2025.10.10	18:07:00	223.34	223.43	222.90	223.09	733	142400	1
2025.10.10	18:08:00	223.10	223.18	222.70	222.84	664	119553	1
2025.10.10	18:09:00	222.82	223.17	222.53	222.67	522	89855	1
2025.10.10	18:10:00	222.65	223.29	222.57	223.28	622	120258	1
2025.10.10	18:11:00	223.29	223.63	223.15	223.36	673	208368	1
2025.10.10	18:12:00	223.36	223.38	223.06	223.30	408	66579	1
2025.10.10	18:13:00	223.24	223.56	223.22	223.45	337	75535	1
2025.10.10	18:14:00	223.46	223.50	223.25	223.37	394	81318	1
2025.10.10	18:15:00	223.36	223.60	223.19	223.38	531	112797	1
2025.10.10	18:16:00	223.37	223.49	222.76	222.77	460	95914	1
2025.10.10	18:17:00	222.76	222.79	222.25	222.27	740	218397	1
2025.10.10	18:18:00	222.25	222.36	221.46	221.46	843	191675	1
2025.10.10	18:19:00	221.45	221.85	221.26	221.71	1142	225275	1
2025.10.10	18:20:00	221.75	221.84	221.06	221.10	1001	193171	1
2025.10.10	18:21:00	221.11	221.21	220.86	220.97	900	214176	1
2025.10.10	18:22:00	220.94	221.06	220.45	220.87	993	188251	1
2025.10.10	18:23:00	220.85	220.92	220.16	220.17	849	142681	1
2025.10.10	18:24:00	220.19	220.33	219.73	219.81	1523	272008	1
2025.10.10	18:25:00	219.79	220.08	219.48	219.54	986	177196	1
2025.10.10	18:26:00	219.52	220.18	219.43	220.08	1203	186378	1
2025.10.10	18:27:00	220.08	220.82	219.97	220.55	762	146390	1
2025.10.10	18:28:00	220.54	220.65	220.09	220.09	750	147506	1
2025.10.10	18:29:00	220.11	220.33	219.91	220.27	595	108158	1
2025.10.10	18:30:00	220.24	220.30	219.39	219.60	767	137310	1
2025.10.10	18:31:00	219.60	220.03	219.33	219.96	841	160053	1
2025.10.10	18:32:00	219.94	220.01	218.98	219.00	793	147868	1
2025.10.10	18:33:00	219.01	219.62	219.00	219.20	727	149453	1
2025.10.10	18:34:00	219.25	219.48	219.06	219.44	791	121100	1
2025.10.10	18:35:00	219.41	219.97	219.35	219.72	661	116195	1
2025.10.10	18:36:00	219.71	219.90	219.53	219.85	748	135252	1
2025.10.10	18:37:00	219.81	220.16	219.65	220.09	724	131004	1
2025.10.10	18:38:00	220.08	220.11	219.55	219.55	613	106442	1
2025.10.10	18:39:00	219.55	219.89	219.41	219.56	504	107001	1
2025.10.10	18:40:00	219.59	219.59	219.13	219.18	573	116613	1
2025.10.10	18:41:00	219.15	219.54	219.08	219.48	424	109723	1
2025.10.10	18:42:00	219.47	219.86	219.27	219.80	362	64058	1
2025.10.10	18:43:00	219.78	220.28	219.76	220.26	511	96835	1
2025.10.10	18:44:00	220.28	221.00	220.22	220.97	689	134048	1
2025.10.10	18:45:00	220.95	221.31	220.90	221.06	730	140029	1
2025.10.10	18:46:00	221.05	221.29	220.93	221.03	689	133776	1
2025.10.10	18:47:00	221.05	221.05	220.59	220.67	664	137706	1
2025.10.10	18:48:00	220.65	221.29	220.64	221.29	623	109626	1
2025.10.10	18:49:00	221.29	221.34	221.03	221.06	867	143316	1
2025.10.10	18:50:00	221.03	221.21	220.97	221.14	617	100333	1
2025.10.10	18:51:00	221.18	221.64	221.18	221.25	843	180797	1
2025.10.10	18:52:00	221.27	221.31	220.95	221.30	521	102961	1
2025.10.10	18:53:00	221.29	221.58	221.25	221.27	488	90977	1
2025.10.10	18:54:00	221.27	221.52	221.03	221.31	463	79307	1
2025.10.10	18:55:00	221.31	221.31	220.85	220.91	471	66709	1
2025.10.10	18:56:00	220.91	221.02	220.74	220.89	357	84562	1
2025.10.10	18:57:00	220.86	220.96	220.51	220.74	393	81012	1
2025.10.10	18:58:00	220.73	221.11	220.56	221.05	313	50508	1
2025.10.10	18:59:00	221.07	221.20	220.86	221.09	302	50328	1
2025.10.10	19:00:00	221.05	221.05	220.60	220.64	300	47830	1
2025.10.10	19:01:00	220.61	220.93	220.59	220.73	322	67244	1
2025.10.10	19:02:00	220.73	220.96	220.60	220.60	366	61923	1
2025.10.10	19:03:00	220.60	220.85	220.48	220.64	364	58820	1
2025.10.10	19:04:00	220.62	220.76	220.48	220.66	310	51134	1
2025.10.10	19:05:00	220.70	220.91	220.70	220.87	244	37871	1
2025.10.10	19:06:00	220.87	220.87	220.35	220.38	334	71771	1
2025.10.10	19:07:00	220.37	220.63	220.27	220.49	433	65250	1
2025.10.10	19:08:00	220.46	220.69	220.46	220.52	270	42430	1
2025.10.10	19:09:00	220.51	220.75	220.50	220.61	334	59218	1
2025.10.10	19:10:00	220.58	220.67	220.17	220.19	574	101954	1
2025.10.10	19:11:00	220.21	220.49	220.17	220.46	357	63922	1
2025.10.10	19:12:00	220.47	220.59	220.31	220.37	298	59284	1
2025.10.10	19:13:00	220.32	220.66	220.24	220.58	316	59672	1
2025.10.10	19:14:00	220.58	220.68	220.39	220.40	215	39722	1
2025.10.10	19:15:00	220.42	220.52	220.25	220.34	207	37975	1
2025.10.10	19:16:00	220.34	220.46	220.00	220.05	394	93560	1
2025.10.10	19:17:00	220.04	220.07	219.75	219.83	414	74366	1
2025.10.10	19:18:00	219.83	219.96	219.69	219.94	442	79150	1
2025.10.10	19:19:00	219.94	220.25	219.78	220.12	564	101608	1
2025.10.10	19:20:00	220.12	220.14	219.83	219.90	305	47487	1
2025.10.10	19:21:00	219.90	220.04	219.57	219.98	508	106526	1
2025.10.10	19:22:00	219.99	220.19	219.88	220.13	333	68727	1
2025.10.10	19:23:00	220.14	220.84	220.11	220.75	395	80132	1
2025.10.10	19:24:00	220.71	220.71	220.29	220.32	286	47614	1
2025.10.10	19:25:00	220.34	220.44	220.17	220.21	226	40286	1
2025.10.10	19:26:00	220.24	220.38	220.18	220.31	244	45437	1
2025.10.10	19:27:00	220.32	220.41	220.24	220.41	208	38398	1
2025.10.10	19:28:00	220.43	220.48	220.24	220.27	232	51694	1
2025.10.10	19:29:00	220.29	220.30	220.13	220.16	147	25166	1
2025.10.10	19:30:00	220.13	220.39	220.10	220.18	194	36320	1
2025.10.10	19:31:00	220.23	220.51	220.20	220.49	231	47055	1
2025.10.10	19:32:00	220.49	220.64	220.47	220.55	178	32198	1
2025.10.10	19:33:00	220.54	220.57	220.40	220.48	243	43849	1
2025.10.10	19:34:00	220.48	220.49	220.00	220.08	351	56093	1
2025.10.10	19:35:00	220.06	220.11	219.83	219.95	291	70558	1
2025.10.10	19:36:00	219.93	220.21	219.90	220.10	227	47878	1
2025.10.10	19:37:00	220.10	220.13	219.91	219.92	197	35874	1
2025.10.10	19:38:00	219.92	220.00	219.80	220.00	186	43006	1
2025.10.10	19:39:00	220.00	220.04	219.81	219.83	138	25617	1
2025.10.10	19:40:00	219.82	219.97	219.81	219.88	185	43491	1
2025.10.10	19:41:00	219.88	219.88	219.67	219.75	246	49225	1
2025.10.10	19:42:00	219.75	219.77	219.58	219.63	177	39119	1
2025.10.10	19:43:00	219.65	219.65	219.29	219.31	303	71782	1
2025.10.10	19:44:00	219.29	219.52	219.26	219.33	195	50720	1
2025.10.10	19:45:00	219.33	219.38	219.24	219.25	212	43303	1
2025.10.10	19:46:00	219.27	219.27	219.09	219.24	303	59520	1
2025.10.10	19:47:00	219.23	219.46	219.08	219.09	206	36437	1
2025.10.10	19:48:00	219.11	219.13	218.73	218.79	608	150852	1
2025.10.10	19:49:00	218.79	218.82	218.68	218.76	313	73379	1
2025.10.10	19:50:00	218.78	218.81	218.50	218.55	321	62732	1
2025.10.10	19:51:00	218.56	218.85	218.55	218.60	333	77116	1
2025.10.10	19:52:00	218.61	218.66	218.24	218.30	403	87692	1
2025.10.10	19:53:00	218.30	218.49	218.16	218.28	396	74115	1
2025.10.10	19:54:00	218.32	218.44	218.20	218.40	245	46868	1
2025.10.10	19:55:00	218.41	218.59	218.39	218.53	148	29808	1
2025.10.10	19:56:00	218.53	218.62	218.46	218.50	200	49386	1
2025.10.10	19:57:00	218.53	218.61	218.27	218.31	230	53510	1
2025.10.10	19:58:00	218.28	218.39	218.18	218.25	214	50558	1
2025.10.10	19:59:00	218.22	218.37	218.15	218.28	181	52136	1
2025.10.10	20:00:00	218.24	218.46	218.08	218.30	206	42279	1
2025.10.10	20:01:00	218.29	218.35	218.05	218.08	198	50228	1
2025.10.10	20:02:00	218.07	218.17	217.92	217.97	340	96530	1
2025.10.10	20:03:00	217.96	218.08	217.88	218.00	335	86614	1
2025.10.10	20:04:00	218.00	218.10	217.92	217.93	331	59112	1
2025.10.10	20:05:00	217.95	218.03	217.77	217.97	257	53160	1
2025.10.10	20:06:00	217.95	218.06	217.84	218.02	224	44719	1
2025.10.10	20:07:00	218.00	218.01	217.75	217.79	227	56491	1
2025.10.10	20:08:00	217.80	217.94	217.76	217.89	212	43472	1
2025.10.10	20:09:00	217.85	217.87	217.61	217.75	359	98951	1
2025.10.10	20:10:00	217.77	217.84	217.63	217.70	297	61253	1
2025.10.10	20:11:00	217.71	218.30	217.70	218.21	443	87337	1
2025.10.10	20:12:00	218.24	218.33	218.05	218.08	285	57659	1
2025.10.10	20:13:00	218.09	218.16	217.83	217.86	310	66668	1
2025.10.10	20:14:00	217.83	218.04	217.73	217.83	470	86505	1
2025.10.10	20:15:00	217.85	218.19	217.79	218.07	302	62875	1
2025.10.10	20:16:00	218.11	218.32	218.10	218.31	241	56375	1
2025.10.10	20:17:00	218.27	218.48	218.27	218.46	317	61657	1
2025.10.10	20:18:00	218.44	218.56	218.28	218.33	390	78251	1
2025.10.10	20:19:00	218.35	218.44	218.30	218.41	282	54584	1
2025.10.10	20:20:00	218.40	218.51	218.25	218.25	290	57833	1
2025.10.10	20:21:00	218.25	218.61	218.25	218.57	220	42916	1
2025.10.10	20:22:00	218.58	218.84	218.58	218.84	270	54355	1
2025.10.10	20:23:00	218.84	218.97	218.82	218.90	318	62469	1
2025.10.10	20:24:00	218.91	218.91	218.65	218.82	275	51918	1
2025.10.10	20:25:00	218.82	218.83	218.59	218.70	177	29418	1
2025.10.10	20:26:00	218.68	218.71	218.45	218.55	219	41489	1
2025.10.10	20:27:00	218.54	218.88	218.53	218.85	225	37251	1
2025.10.10	20:28:00	218.85	219.07	218.80	218.99	305	60667	1
2025.10.10	20:29:00	218.98	219.07	218.79	219.02	295	55366	1
2025.10.10	20:30:00	219.01	219.21	218.90	218.90	211	46394	1
2025.10.10	20:31:00	218.90	218.95	218.74	218.84	223	37342	1
2025.10.10	20:32:00	218.82	219.16	218.77	219.14	189	42414	1
2025.10.10	20:33:00	219.15	219.24	219.12	219.24	180	54337	1
2025.10.10	20:34:00	219.24	219.33	219.14	219.22	238	77788	1
2025.10.10	20:35:00	219.22	219.34	219.15	219.24	468	87800	1
2025.10.10	20:36:00	219.24	219.32	219.20	219.28	208	30651	1
2025.10.10	20:37:00	219.23	219.47	219.23	219.26	171	35840	1
2025.10.10	20:38:00	219.25	219.42	219.24	219.40	249	49324	1
2025.10.10	20:39:00	219.42	219.44	219.21	219.26	285	46501	1
2025.10.10	20:40:00	219.25	219.47	219.23	219.41	193	35177	1
2025.10.10	20:41:00	219.40	219.53	219.37	219.49	216	49303	1
2025.10.10	20:42:00	219.49	219.68	219.30	219.46	273	53748	1
2025.10.10	20:43:00	219.44	219.45	219.25	219.32	176	45607	1
2025.10.10	20:44:00	219.33	219.43	219.18	219.21	228	43476	1
2025.10.10	20:45:00	219.21	219.31	219.17	219.29	164	30039	1
2025.10.10	20:46:00	219.29	219.29	218.91	218.95	287	61098	1
2025.10.10	20:47:00	218.96	219.16	218.93	219.09	214	39618	1
2025.10.10	20:48:00	219.12	219.36	219.12	219.15	219	58199	1
2025.10.10	20:49:00	219.15	219.24	219.12	219.16	165	27303	1
2025.10.10	20:50:00	219.13	219.16	218.94	218.99	191	43251	1
2025.10.10	20:51:00	219.01	219.08	218.85	218.91	164	31972	1
2025.10.10	20:52:00	218.89	218.95	218.83	218.91	94	13317	1
2025.10.10	20:53:00	218.91	218.97	218.83	218.84	165	63697	1
2025.10.10	20:54:00	218.81	218.89	218.73	218.77	117	26621	1
2025.10.10	20:55:00	218.78	218.89	218.58	218.86	397	89781	1
2025.10.10	20:56:00	218.85	218.88	218.62	218.62	279	50396	1
2025.10.10	20:57:00	218.62	218.84	218.56	218.74	199	36639	1
2025.10.10	20:58:00	218.75	219.03	218.74	218.93	322	58346	1
2025.10.10	20:59:00	218.93	218.98	218.87	218.92	110	24112	1
2025.10.10	21:00:00	218.93	218.96	218.65	218.79	221	41113	1
2025.10.10	21:01:00	218.80	218.94	218.78	218.87	193	40019	1
2025.10.10	21:02:00	218.86	218.92	218.75	218.86	135	34974	1
2025.10.10	21:03:00	218.86	218.91	218.75	218.89	134	26845	1
2025.10.10	21:04:00	218.88	218.91	218.82	218.90	115	27184	1
2025.10.10	21:05:00	218.91	218.95	218.78	218.82	187	44848	1
2025.10.10	21:06:00	218.84	219.13	218.84	218.90	169	32907	1
2025.10.10	21:07:00	218.89	219.15	218.85	219.14	211	34702	1
2025.10.10	21:08:00	219.13	219.14	218.96	218.96	125	19218	1
2025.10.10	21:09:00	218.98	219.01	218.86	218.95	198	27862	1
2025.10.10	21:10:00	218.96	219.13	218.96	219.12	148	33427	1
2025.10.10	21:11:00	219.12	219.21	218.82	218.87	259	59814	1
2025.10.10	21:12:00	218.86	219.25	218.86	219.20	336	65586	1
2025.10.10	21:13:00	219.20	219.26	219.11	219.19	303	79811	1
2025.10.10	21:14:00	219.22	219.35	219.19	219.28	210	28959	1
2025.10.10	21:15:00	219.28	219.53	219.27	219.53	347	62276	1
2025.10.10	21:16:00	219.54	219.60	219.40	219.43	351	61784	1
2025.10.10	21:17:00	219.40	219.50	219.20	219.21	315	54453	1
2025.10.10	21:18:00	219.21	219.23	218.98	219.00	314	50561	1
2025.10.10	21:19:00	218.98	219.18	218.94	219.13	188	30295	1
2025.10.10	21:20:00	219.12	219.52	219.12	219.51	199	35156	1
2025.10.10	21:21:00	219.51	219.63	219.37	219.39	224	56861	1
2025.10.10	21:22:00	219.38	219.53	219.37	219.50	141	25659	1
2025.10.10	21:23:00	219.50	219.51	219.26	219.32	196	58790	1
2025.10.10	21:24:00	219.33	219.47	219.26	219.46	230	61933	1
2025.10.10	21:25:00	219.46	219.48	219.34	219.34	123	19978	1
2025.10.10	21:26:00	219.34	219.39	219.23	219.34	139	29492	1
2025.10.10	21:27:00	219.33	219.34	219.17	219.20	209	45234	1
2025.10.10	21:28:00	219.20	219.20	218.88	218.89	303	57206	1
2025.10.10	21:29:00	218.88	218.90	218.61	218.61	327	56192	1
2025.10.10	21:30:00	218.64	218.77	218.61	218.72	307	50209	1
2025.10.10	21:31:00	218.75	218.84	218.65	218.66	216	41641	1
2025.10.10	21:32:00	218.66	218.71	218.59	218.71	190	38114	1
2025.10.10	21:33:00	218.68	218.86	218.68	218.79	222	79368	1
2025.10.10	21:34:00	218.77	218.96	218.73	218.85	280	52893	1
2025.10.10	21:35:00	218.85	218.88	218.60	218.60	195	29809	1
2025.10.10	21:36:00	218.60	218.68	218.55	218.59	127	20027	1
2025.10.10	21:37:00	218.60	218.70	218.56	218.68	103	16821	1
2025.10.10	21:38:00	218.67	218.73	218.55	218.57	161	31060	1
2025.10.10	21:39:00	218.57	218.61	218.49	218.54	454	100823	1
2025.10.10	21:40:00	218.53	218.65	218.50	218.57	247	48820	1
2025.10.10	21:41:00	218.57	218.72	218.51	218.57	217	41469	1
2025.10.10	21:42:00	218.57	218.68	218.49	218.68	134	24901	1
2025.10.10	21:43:00	218.68	218.74	218.50	218.52	162	23774	1
2025.10.10	21:44:00	218.53	218.60	218.40	218.44	233	43948	1
2025.10.10	21:45:00	218.44	218.65	218.44	218.53	212	33830	1
2025.10.10	21:46:00	218.54	218.70	218.53	218.69	137	26995	1
2025.10.10	21:47:00	218.69	218.73	218.59	218.59	142	39804	1
2025.10.10	21:48:00	218.58	218.58	218.39	218.41	251	56811	1
2025.10.10	21:49:00	218.41	218.53	218.41	218.51	199	32750	1
2025.10.10	21:50:00	218.53	218.54	218.39	218.40	290	58285	1
2025.10.10	21:51:00	218.40	218.58	218.25	218.32	399	103711	1
2025.10.10	21:52:00	218.34	218.39	218.15	218.15	251	41569	1
2025.10.10	21:53:00	218.15	218.18	217.98	218.02	492	115645	1
2025.10.10	21:54:00	218.03	218.08	217.90	217.94	328	64974	1
2025.10.10	21:55:00	217.94	218.21	217.91	218.19	404	70664	1
2025.10.10	21:56:00	218.19	218.30	218.14	218.20	352	82117	1
2025.10.10	21:57:00	218.19	218.24	218.00	218.04	202	34468	1
2025.10.10	21:58:00	218.04	218.11	218.00	218.07	131	24160	1
2025.10.10	21:59:00	218.07	218.32	218.07	218.27	290	71254	1
2025.10.10	22:00:00	218.26	218.68	218.25	218.57	226	41844	1
2025.10.10	22:01:00	218.57	218.57	218.41	218.51	259	40624	1
2025.10.10	22:02:00	218.51	218.56	218.27	218.38	181	46575	1
2025.10.10	22:03:00	218.40	218.52	218.33	218.45	216	35551	1
2025.10.10	22:04:00	218.44	218.48	218.31	218.35	223	31726	1
2025.10.10	22:05:00	218.35	218.37	218.16	218.25	253	36052	1
2025.10.10	22:06:00	218.22	218.39	218.21	218.34	268	45669	1
2025.10.10	22:07:00	218.35	218.46	218.25	218.42	159	28406	1
2025.10.10	22:08:00	218.44	218.54	218.42	218.44	168	27395	1
2025.10.10	22:09:00	218.43	218.47	218.31	218.41	229	44993	1
2025.10.10	22:10:00	218.42	218.48	218.32	218.38	223	34842	1
2025.10.10	22:11:00	218.40	218.44	218.13	218.13	197	33687	1
2025.10.10	22:12:00	218.14	218.21	218.07	218.17	279	42876	1
2025.10.10	22:13:00	218.16	218.33	218.12	218.13	155	33286	1
2025.10.10	22:14:00	218.14	218.20	218.09	218.09	206	41455	1
2025.10.10	22:15:00	218.09	218.21	218.01	218.20	301	49680	1
2025.10.10	22:16:00	218.19	218.24	218.12	218.18	207	36902	1
2025.10.10	22:17:00	218.20	218.20	218.09	218.15	166	39232	1
2025.10.10	22:18:00	218.15	218.24	218.08	218.09	231	74778	1
2025.10.10	22:19:00	218.11	218.12	218.03	218.08	178	45609	1
2025.10.10	22:20:00	218.08	218.23	218.01	218.02	254	53003	1
2025.10.10	22:21:00	218.02	218.08	218.00	218.01	284	73827	1
2025.10.10	22:22:00	218.00	218.07	217.93	218.06	232	49759	1
2025.10.10	22:23:00	218.06	218.06	217.84	217.87	257	48648	1
2025.10.10	22:24:00	217.89	217.94	217.81	217.90	191	38582	1
2025.10.10	22:25:00	217.91	218.00	217.87	217.93	260	48356	1
2025.10.10	22:26:00	217.94	218.03	217.86	218.01	277	59832	1
2025.10.10	22:27:00	218.04	218.05	217.79	217.84	173	35898	1
2025.10.10	22:28:00	217.84	217.84	217.65	217.66	282	54396	1
2025.10.10	22:29:00	217.65	217.89	217.61	217.80	454	88569	1
2025.10.10	22:30:00	217.79	217.91	217.79	217.86	268	55886	1
2025.10.10	22:31:00	217.85	217.88	217.68	217.71	248	64574	1
2025.10.10	22:32:00	217.71	217.76	217.56	217.60	341	95939	1
2025.10.10	22:33:00	217.62	217.63	217.54	217.58	273	74896	1
2025.10.10	22:34:00	217.57	217.62	217.40	217.58	419	101800	1
2025.10.10	22:35:00	217.58	217.60	217.42	217.47	332	62462	1
2025.10.10	22:36:00	217.46	217.47	217.34	217.37	365	73244	1
2025.10.10	22:37:00	217.38	217.38	217.20	217.22	321	97896	1
2025.10.10	22:38:00	217.22	217.30	217.02	217.06	332	69331	1
2025.10.10	22:39:00	217.07	217.24	217.07	217.23	345	79734	1
2025.10.10	22:40:00	217.23	217.47	217.21	217.41	423	123403	1
2025.10.10	22:41:00	217.42	217.59	217.28	217.57	443	82064	1
2025.10.10	22:42:00	217.59	217.63	217.38	217.45	482	79639	1
2025.10.10	22:43:00	217.46	217.61	217.44	217.53	482	81451	1
2025.10.10	22:44:00	217.52	217.82	217.43	217.80	509	100694	1
2025.10.10	22:45:00	217.83	218.03	217.82	217.93	438	117654	1
2025.10.10	22:46:00	217.94	217.98	217.69	217.75	445	75197	1
2025.10.10	22:47:00	217.75	217.92	217.73	217.86	304	63071	1
